UserID,MovieID,Rating
9,3389,3
9,950,3
9,951,5
9,1774,3
9,954,4
9,1704,2
9,3256,4
9,1779,5
9,334,4
9,23,3
9,2128,4
9,268,4
9,2131,5
9,2062,5
9,270,3
9,1281,5
9,859,5
9,862,3
9,863,3
9,3459,3
9,3460,3
9,737,5
9,3461,2
9,1288,3
9,865,4
9,3462,2
9,955,3
9,741,3
9,802,3
9,957,5
9,2557,5
9,958,5
9,1781,5
9,960,4
9,2489,5
9,963,5
9,1787,5
9,341,4
9,31,5
9,275,5
9,346,5
9,347,5
9,2212,4
9,2214,5
9,2143,5
9,2851,2
9,2012,5
9,871,2
9,1295,3
9,877,4
9,1029,4
9,965,3
9,2565,4
9,966,4
9,1032,4
9,967,4
9,2710,5
9,970,5
9,421,4
9,354,4
9,283,4
9,357,4
9,2857,4
9,358,4
9,47,4
9,1420,4
9,1485,3
9,882,4
9,3481,4
9,977,5
9,2651,3
9,360,3
9,2230,5
9,2937,2
9,2231,5
9,2939,5
9,2162,4
9,2870,4
9,2871,5
9,892,5
9,893,5
9,3566,5
9,3351,5
9,2656,4
9,1047,5
9,3353,4
9,2586,4
9,1048,4
9,506,4
9,3426,4
9,1050,4
9,2590,3
9,1052,4
9,2592,5
9,991,5
9,2307,5
9,513,4
9,2238,5
9,60,5
9,1563,5
9,3083,3
9,1499,4
9,2243,5
9,2099,4
9,2879,4
9,2102,4
9,2881,5
9,1439,3
9,1502,2
9,2883,3
9,3569,4
9,1820,5
9,902,5
9,1821,4
9,1110,5
9,1822,4
9,1111,2
9,1823,4
9,3429,4
9,1113,3
9,1825,4
9,1114,4
9,1826,3
9,908,3
9,2665,4
9,3433,5
9,2738,3
9,837,4
9,1829,4
9,2667,5
9,838,4
9,1058,4
9,2740,4
9,1059,4
9,525,5
9,2178,4
9,3023,4
9,2957,4
9,2958,5
9,2182,4
9,1445,5
9,101,3
9,2185,3
9,910,5
9,1831,4
9,3508,5
9,1120,4
9,1832,5
9,1835,5
9,1124,4
9,1125,4
9,1838,4
9,1003,5
9,3446,3
9,2748,3
9,527,5
9,528,4
9,1066,5
9,529,4
9,1007,5
9,3028,3
9,1574,3
9,3030,3
9,3031,4
9,2260,4
9,106,4
9,1449,5
9,1516,5
9,2334,4
9,1517,5
9,3035,5
9,1452,4
9,1453,5
9,2972,4
9,111,3
9,1455,4
9,1841,4
9,1130,4
9,1131,3
9,1133,5
9,1135,4
9,1008,5
9,2756,4
9,2757,4
9,537,3
9,1012,4
9,3457,5
9,466,4
9,1016,5
9,2335,3
9,3177,4
9,3040,3
9,2975,4
9,2200,4
9,2978,3
9,2203,5
9,2205,5
9,1919,5
9,2206,4
9,1210,5
9,1139,4
9,1924,5
9,1212,3
9,1852,3
9,1142,4
9,1927,5
9,1143,4
9,1215,5
9,1928,4
9,1019,3
9,1025,5
9,2277,5
9,2415,4
9,3120,5
9,197,4
9,1539,4
9,202,4
9,1930,4
9,1859,4
9,1860,3
9,1934,5
9,1148,5
9,3681,4
9,1862,5
9,1151,5
9,1864,3
9,1865,4
9,1866,4
9,1155,3
9,1868,5
10,1598,4
10,1545,1
10,210,4
10,2785,4
10,1167,3
10,1099,4
10,2501,2
10,572,1
10,573,3
10,2437,2
10,1955,1
10,1173,3
10,2505,3
10,641,4
10,576,3
10,1107,5
10,2507,1
10,1108,4
10,579,5
10,1736,4
10,583,3
10,3216,4
10,224,3
10,1613,4
10,1895,4
10,1186,3
10,1743,5
10,2383,5
10,1618,5
10,309,5
10,239,4
10,242,3
10,1260,5
10,1196,4
10,2599,5
10,3368,4
10,2601,1
10,3165,1
10,2885,1
10,2399,1
10,2110,4
10,2889,5
10,2891,3
10,2114,1
10,726,5
10,2541,4
10,323,4
10,1336,3
10,1993,4
10,3318,1
10,735,4
10,2480,4
10,332,3
10,1707,2
10,335,4
10,265,2
10,2128,3
10,2132,3
10,2913,4
10,2136,5
10,741,2
10,2700,2
10,2557,5
10,745,1
10,2561,4
10,3266,2
10,346,5
10,347,1
10,35,3
10,2142,3
10,1352,1
10,1295,4
10,2710,5
10,421,1
10,46,3
10,2930,3
10,2932,4
10,1422,4
10,977,2
10,2651,5
10,426,2
10,427,3
10,501,3
10,49,5
10,2162,1
10,2090,4
10,2166,2
10,3566,5
10,2586,4
10,2590,5
10,991,4
10,440,2
10,1560,4
10,2944,4
10,2238,2
10,1563,5
10,2313,1
10,1436,5
10,1382,3
10,1059,4
10,517,3
10,593,5
10,2957,2
10,3025,1
10,2959,3
10,1445,1
10,2961,4
10,101,5
10,1123,4
10,3512,3
10,2676,3
10,2748,5
10,529,5
10,3031,3
10,2965,1
10,83,1
10,106,3
10,86,4
10,923,1
10,1008,4
10,537,3
10,466,4
10,467,5
10,1017,5
10,1584,4
10,2344,4
10,1528,2
10,2203,2
10,931,5
10,1925,3
10,1928,5
10,1215,3
10,678,1
10,3186,5
10,1536,3
10,1593,3
10,1152,4
11,1160,3
11,3133,3
11,1104,4
11,1108,5
11,579,5
11,766,3
11,3651,4
11,2599,5
11,858,5
11,862,5
11,802,5
11,873,2
11,3416,4
11,1504,3
11,107,5
11,1131,5
11,3041,4
11,1211,4
11,1142,3
11,935,4
11,2414,1
11,3542,3
11,1155,3
12,2775,3
12,627,3
12,2426,3
12,1873,3
12,1167,4
12,575,5
12,1553,3
12,1,3
12,147,3
12,1234,4
12,1954,3
12,1170,4
12,1106,5
12,576,4
12,1107,4
12,702,4
12,1108,5
12,2438,3
12,578,3
12,2439,3
12,579,5
12,2374,5
12,159,3
12,307,3
12,309,4
12,1325,3
12,1258,4
12,1195,5
12,319,4
12,2822,3
12,1980,4
12,1199,4
12,1913,3
12,944,2
12,3246,4
12,9,3
12,253,5
12,1271,3
12,1273,4
12,1340,3
12,1275,4
12,1276,3
12,1277,3
12,1278,3
12,858,4
12,2617,3
12,2482,4
12,20,3
12,339,3
12,1406,4
12,737,4
12,3261,2
12,407,5
12,1787,3
12,1294,3
12,2708,3
12,420,3
12,1478,3
12,2855,1
12,2221,2
12,358,2
12,287,4
12,1420,4
12,1366,3
12,982,3
12,503,3
12,49,4
12,891,3
12,1050,4
12,1052,3
12,370,3
12,513,5
12,58,2
12,443,2
12,445,3
12,1822,3
12,1825,2
12,3503,3
12,1826,3
12,1114,5
12,2664,3
12,2177,4
12,2958,3
12,1120,4
12,1126,3
12,1003,3
12,1575,3
12,3032,3
12,2333,3
12,1449,4
12,106,4
12,1456,3
12,1848,4
12,2757,3
12,3457,3
12,538,3
12,466,4
12,3045,3
12,1924,3
12,1142,3
12,1025,5
12,3185,3
12,3186,3
12,2414,3
12,2277,3
12,2415,3
12,1934,3
12,1865,4
13,3126,3
13,2785,5
13,1171,5
13,2375,1
13,2526,4
13,2819,4
13,2053,3
13,3383,3
13,2621,2
13,2482,5
13,2557,5
13,2488,4
13,2490,1
13,1788,2
13,3341,4
13,287,5
13,2712,5
13,1802,1
13,2651,3
13,2865,4
13,593,1
13,2748,2
13,1135,4
13,2203,4
13,2765,3
14,3189,4
14,627,4
14,3126,2
14,2292,3
14,136,4
14,1945,3
14,1877,3
14,3555,4
14,2785,2
14,632,2
14,2497,1
14,2501,4
14,2502,4
14,573,3
14,2296,4
14,1729,4
14,2370,4
14,3072,4
14,2302,3
14,2792,2
14,2793,4
14,5,4
14,3701,3
14,1173,3
14,759,4
14,1104,4
14,699,3
14,3277,5
14,1106,4
14,2507,3
14,1108,4
14,2438,3
14,579,4
14,1661,2
14,2374,4
14,291,4
14,2514,3
14,224,2
14,154,2
14,1613,3
14,155,4
14,1309,3
14,1245,3
14,1179,3
14,711,3
14,2519,3
14,1743,4
14,2384,3
14,3155,2
14,1617,2
14,1618,3
14,309,4
14,1319,4
14,3301,3
14,3228,4
14,3302,2
14,2399,3
14,2110,3
14,1384,3
14,2889,3
14,250,3
14,2892,4
14,1980,2
14,1199,2
14,780,4
14,724,3
14,2474,3
14,253,4
14,2897,4
14,259,4
14,1271,4
14,3383,3
14,3384,4
14,2621,4
14,2480,4
14,1703,3
14,3256,4
14,1705,2
14,2484,3
14,334,4
14,2128,2
14,1406,4
14,2007,3
14,737,2
14,2701,3
14,2557,4
14,2558,3
14,745,3
14,3329,2
14,2559,3
14,2490,4
14,1712,4
14,3266,4
14,1788,4
14,31,3
14,346,4
14,347,1
14,1476,3
14,2078,4
14,1356,4
14,1297,4
14,2633,4
14,2634,4
14,3475,3
14,2708,4
14,2565,1
14,3405,3
14,486,4
14,3341,5
14,420,3
14,354,4
14,1478,4
14,357,4
14,2929,3
14,358,3
14,46,4
14,1483,3
14,287,3
14,2931,4
14,2081,3
14,2932,4
14,2082,3
14,1485,3
14,1486,4
14,2086,2
14,3481,4
14,2651,4
14,428,3
14,503,3
14,49,4
14,2231,3
14,2865,3
14,2939,4
14,2234,2
14,1492,4
14,1371,3
14,1373,4
14,510,4
14,3075,2
14,370,3
14,2307,4
14,513,4
14,2944,2
14,1561,3
14,443,4
14,2312,2
14,2240,4
14,1563,4
14,1502,2
14,1820,4
14,1821,4
14,1822,3
14,1826,4
14,68,2
14,525,4
14,71,4
14,3023,2
14,2957,4
14,1507,3
14,2959,4
14,1508,3
14,2961,4
14,101,4
14,1120,4
14,3510,5
14,1123,4
14,3512,3
14,2674,3
14,2675,3
14,2748,3
14,3032,4
14,1449,2
14,106,5
14,1581,2
14,2194,2
14,1455,3
14,2196,4
14,2750,3
14,1848,4
14,539,4
14,466,4
14,610,4
14,3037,2
14,2403,3
14,3177,4
14,1632,4
14,1633,4
14,1584,3
14,2198,3
14,2344,2
14,2201,4
14,2203,4
14,1466,4
14,3530,2
14,1020,4
14,1637,4
14,3186,3
14,2415,1
14,1535,4
14,1536,3
14,1934,4
15,2775,3
15,2359,2
15,2427,2
15,1545,4
15,2292,3
15,2496,2
15,2371,1
15,2792,3
15,1177,4
15,2508,2
15,1731,3
15,3283,3
15,2441,3
15,2375,4
15,2803,2
15,2515,1
15,2517,2
15,2518,2
15,2519,4
15,2384,4
15,2600,3
15,259,2
15,2623,1
15,2480,4
15,2556,4
15,2494,5
15,2565,3
15,2649,1
15,2162,5
15,2176,5
15,2958,4
15,2681,3
15,2199,2
15,2201,5
15,2764,5
16,1091,5
16,2357,4
16,2358,3
16,3685,3
16,3617,3
16,3550,4
16,1161,5
16,689,5
16,1877,3
16,1096,5
16,3270,5
16,575,5
16,1729,4
16,216,4
16,2794,4
16,1306,5
16,3633,4
16,1173,5
16,1104,5
16,3277,4
16,1106,5
16,576,4
16,2438,4
16,579,5
16,581,5
16,2374,4
16,291,5
16,3145,4
16,228,5
16,156,5
16,1614,2
16,157,4
16,158,4
16,1959,4
16,1245,4
16,1178,5
16,1182,5
16,704,5
16,1741,4
16,3294,4
16,1743,4
16,3224,3
16,2455,5
16,307,4
16,309,5
16,310,4
16,240,5
16,1324,3
16,1258,4
16,713,5
16,1192,5
16,1260,4
16,2458,4
16,2459,4
16,2460,5
16,2461,3
16,2462,5
16,2465,2
16,2466,2
16,2400,3
16,2818,3
16,319,3
16,2819,4
16,2892,3
16,1912,4
16,3238,4
16,253,5
16,2119,4
16,2898,5
16,1271,3
16,1992,5
16,192,4
16,852,5
16,1275,4
16,1277,5
16,3384,4
16,2547,4
16,3251,2
16,954,5
16,330,3
16,23,3
16,2128,5
16,1406,5
16,3458,4
16,863,5
16,3459,4
16,3460,3
16,737,4
16,3461,5
16,2694,4
16,3462,4
16,2701,3
16,2557,5
16,3397,2
16,29,5
16,31,5
16,414,5
16,1470,3
16,346,5
16,33,5
16,2214,4
16,2078,4
16,1297,3
16,3471,4
16,2704,4
16,810,5
16,3475,4
16,2708,5
16,3339,4
16,489,2
16,3341,5
16,1478,4
16,284,5
16,2855,5
16,1482,5
16,287,5
16,2931,4
16,2932,5
16,2153,3
16,1485,5
16,881,4
16,3416,4
16,2651,5
16,49,5
16,432,5
16,1491,3
16,2940,4
16,2162,4
16,2090,4
16,2095,4
16,2096,4
16,2097,4
16,3420,3
16,3354,3
16,1050,4
16,1052,4
16,3074,4
16,2307,4
16,1817,4
16,513,4
16,440,4
16,515,4
16,443,5
16,1563,4
16,1500,4
16,1110,4
16,3502,3
16,3503,4
16,907,4
16,1116,5
16,1829,3
16,1000,4
16,3022,4
16,74,4
16,2958,5
16,1445,2
16,2184,5
16,1830,4
16,1831,5
16,3508,4
16,1120,4
16,3583,4
16,1123,4
16,3512,3
16,1124,5
16,1125,4
16,595,4
16,527,5
16,1005,5
16,2331,2
16,3032,4
16,2332,4
16,2261,2
16,2333,3
16,2262,4
16,1516,5
16,1449,4
16,106,4
16,2334,4
16,1581,4
16,1453,4
16,1841,5
16,1848,5
16,3454,3
16,3457,4
16,2401,3
16,466,4
16,610,4
16,3107,3
16,2338,3
16,3043,4
16,3045,3
16,2203,4
16,1463,4
16,1209,5
16,1924,4
16,677,4
16,1025,3
16,2411,3
16,3185,5
16,2347,4
16,3186,4
16,482,3
16,2353,3
16,1594,5
16,3680,4
16,1148,5
16,1935,4
16,1936,4
16,1865,4
16,2773,5
17,2775,5
17,2777,5
17,2420,5
17,627,4
17,2426,4
17,1545,4
17,1546,5
17,1551,4
17,1942,3
17,1871,3
17,3550,5
17,1873,3
17,2781,5
17,1096,5
17,1167,5
17,1097,1
17,632,3
17,2496,3
17,572,4
17,3206,2
17,1727,5
17,574,5
17,3207,1
17,575,5
17,1553,1
17,215,3
17,0,4
17,1,2
17,147,3
17,152,4
17,1952,3
17,1956,5
17,1306,5
17,3631,1
17,1958,5
17,1104,4
17,1106,5
17,576,4
17,3208,1
17,1107,5
17,702,1
17,1108,5
17,703,1
17,578,4
17,580,5
17,581,5
17,582,4
17,2513,2
17,3216,4
17,2376,4
17,1738,3
17,293,5
17,225,4
17,157,5
17,1959,4
17,1309,5
17,1960,5
17,1961,3
17,162,1
17,1962,5
17,1964,3
17,1246,3
17,1179,5
17,1895,3
17,1182,5
17,704,5
17,3643,1
17,1183,5
17,1897,4
17,2518,1
17,3293,3
17,3294,2
17,304,4
17,1618,4
17,242,4
17,1972,3
17,1899,5
17,1900,5
17,1901,4
17,1902,5
17,1190,5
17,1904,4
17,1259,5
17,1906,4
17,1908,4
17,3228,3
17,2602,1
17,2530,3
17,2534,5
17,3165,5
17,3166,5
17,3167,5
17,3168,4
17,317,3
17,1384,4
17,2820,5
17,2892,4
17,1980,5
17,1909,5
17,841,5
17,1912,3
17,1199,5
17,1986,4
17,1915,5
17,1269,1
17,786,4
17,787,1
17,940,1
17,1693,5
17,3246,5
17,391,1
17,9,5
17,1696,3
17,253,5
17,254,5
17,255,5
17,259,3
17,16,4
17,2058,4
17,1278,2
17,1279,4
17,1280,3
17,3383,1
17,858,5
17,948,3
17,2621,4
17,735,5
17,1774,3
17,1702,1
17,398,5
17,1776,4
17,2482,5
17,3256,4
17,25,4
17,28,3
17,2063,1
17,859,5
17,1406,4
17,737,3
17,3461,5
